"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000815","갈원초등학교","02","공립","","N","단설","주간","19410808","19410808","4311231029","충청북도 청원군 남이면 갈원리","146.","363812","28184","충청북도 청주시 서원구 남이면 저산척북로 375","(남이면)","36.5688648976","127.3964891356","043-260-6614","043-260-4123","school.cbe.go.kr/galwon-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000816","강내초등학교","02","공립","","N","단설","주간","19280501","19280501","4311331026","충청북도 청원군 강내면 다락리","348-1.","363892","28174","충청북도 청주시 흥덕구 강내면 태성탑연로 117",", 강내초등학교 (강내면)","36.5971642516","127.3568650427","043-231-1251","232-1900","https://school.cbe.go.kr/kangnae-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000818","오송초등학교","02","공립","","N","단설","주간","19250507","19250507","4311325028","충북 청주시 흥덕구 오송읍  오송리","60-1.","363954","28168","충청북도 청주시 흥덕구 오송읍 오송2길 26",", 오송초등학교 (오송읍)","36.613129","127.325667","043-239-6801","043-239-6807","http://school.cbe.go.kr/osong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000828","남이초등학교","02","공립","","N","병설","주간","19211030","19211030","4311231035","충청북도 청원군 남이면 대련리","255.","363811","28180","충청북도 청주시 서원구 남이면 대련길 61","(남이면)","36.5770968","127.4542751","043-260-6429","043260-8127","http://school.cbe.go.kr/nami-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000829","남일초등학교","02","공립","","N","단설","주간","19250512","19250512","4311134027","충청북도 청주시 상당구 남일면 쌍수리","321-33.","363842","28187","충청북도 청주시 상당구 남일면 단재로 630",", 남일초등학교","36.5757861775","127.5094741001","043-299-5603","043-298-5623","http://school.cbe.go.kr/namil-e","남녀공학","N","","N"
"충청북도교육청","","","S110000830","남일초등학교두산분교장","02","공립","","Y","부속","주간","19700301","19700301","4371034030","충청북도 청원군 남일면 두산리","106-1.","363843","","","","","","01064099694","043-292-5624","www.namil-e.es.kr","","Y","20110228","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000832","낭성초등학교","02","공립","","N","단설","주간","19280420","19280420","4311131025","충청북도 청주시 상당구 낭성면 이목리","108-1.","363861","28193","충청북도 청주시 상당구 낭성면 낭성시내길 5",", 낭성초등학교 (낭성면)","36.6236753","127.6017914","043-225-9957","043-225-9771","http://school.cbe.go.kr/nangsong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000834","내수초등학교","02","공립","","N","단설","주간","19171124","19171124","4311425022","충청북도 청원군 내수읍 마산리","171.","363934","28145","충청북도 청주시 청원구 내수읍 마산1길 114-1","(내수읍,내수초등학교)","36.7269055","127.5368015","043-214-0610","043-214-6251","https://school.cbe.go.kr/naesu-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000836","대길초등학교","02","공립","","N","단설","주간","19470901","19470901","4311431025","충청북도 청주시 청원구 북이면 대길리","228.","28140","28140","충청북도 청주시 청원구 북이면 대길길 28-24",", 대길초등학교 (북이면)","36.732305","127.5596419","043-214-0221","043-214-6250","http://school.cbe.go.kr/daegil-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000838","동화초등학교","02","공립","","N","단설","주간","19630913","19630913","4311134029","충청북도 청원군 남일면 화당리","361-1.","363841","28207","충청북도 청주시 상당구 남일면 척산화당로 539","(남일면,동화초등학교)","36.5473407","127.4922604","043-298-4477","043-298-5583","http://school.cbe.go.kr/donghwa-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000840","만수초등학교","02","공립","","N","단설","주간","19560427","19560427","4311325025","충청북도 청주시 흥덕구 오송읍 만수리","551번지.","363954","28166","충청북도 청주시 흥덕구 오송읍 만수2길 11","(오송읍, 만수초등학교)","36.6273027","127.3293335","043-238-2702","043-238-2706","http://school.cbe.go.kr/mansue-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000843","문의초등학교","02","공립","","N","병설","주간","19090316","19090316","4311135022","충청북도 청주시 상당구 문의면 미천리","228.","363832","28208","충청북도 청주시 상당구 문의면 문의시내1길 28-23","(문의면)","36.518055","127.493614","043-297-7723","043-296-2390","http://munui.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000845","문의초등학교도원분교장","02","공립","","Y","단설","주간","19410531","19410531","4311135035","충청북도 청주시 상당구 문의면 두모리","243.","363833","28206","충청북도 청주시 상당구 문의면 두모1길 13-14","(문의면)","36.5175818","127.4703977","043-221-7570","043221-0957","http://www.munui.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000848","미원초등학교","02","공립","","N","단설","주간","19190620","19190620","4311132021","충청북도 청주시 상당구 미원면 미원리","292-2.","363874","28199","충청북도 청주시 상당구 미원면 단재로 2482","(미원면)","36.635786","127.6598295","043-297-1309","043-294-8736","http://school.cbe.go.kr/miwoncho-e","남녀공학","N","","N"
"충청북도교육청","","충청북도 청주시 상당구","S110000849","미원초등학교금관분교장","02","공립","","Y","단설","주간","19340430","19340430","4311132041","충청북도 청주시 상당구 미원면 금관리","306-1.","363872","363872","충청북도 청원군 미원면 운암계원로 601","(미원면)","36.6211314","127.7232631","043-225-9000","043-225-3840","http://www.miwoncho.es.kr/index.jsp?SCODE=S0000000036","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000855","북이초등학교","02","공립","","N","단설","주간","19340620","19340620","4311431037","충청북도청주시 청원구 북이면 내추리","10.","363922","28134","충청북도 청주시 청원구 북이면 의암로 342",", 북이초등학교 (북이면)","36.7612547","127.5560059","043-212-8502","043211-1492","http://www.bugi.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000856","비상초등학교","02","공립","","N","병설","주간","19430410","19430410","4311425028","충청북도 청주시 청원구 내수읍 비상리","200번지.","363935","28147","충청북도 청주시 청원구 내수읍 세교초정로 171",", 비상초등학교 (내수읍)","36.7111494","127.5820819","043-213-0345","043-213-6266","http://school.cbe.go.kr/pisang-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000858","상봉초등학교","02","공립","","N","단설","주간","19460901","19460901","4311325033","충청북도 청원군 오송읍 상봉리","242-1.","363955","28155","충청북도 청주시 흥덕구 오송읍 상봉길 9",", 상봉초등학교 (오송읍)","36.6382505","127.2861417","043-239-1501","043239-1504","http://sangbong.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000860","석성초등학교","02","공립","","N","단설","주간","19420401","19420401","4311431043","충청북도 청원군 북이면 내둔리","345.","363923","28137","충청북도 청주시 청원구 북이면 화상석성로 505","(북이면)","36.74946","127.5136869","043-214-0329","043-214-6264","http://school.cbe.go.kr/seoksung-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000862","수성초등학교","02","공립","","N","단설","주간","19630301","19630301","4311425021","충청북도 청주시 청원구 내수읍 내수리","263-1.","363932","28143","충청북도 청주시 청원구 내수읍 내수로 601",", 수성초등학교 (내수읍,수성초등학교)","36.719091","127.526084","043-214-0050","043214-6265","http://school.cbe.go.kr/suseong-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000863","수성초등학교구성분교장","02","공립","","Y","단설","주간","19690301","19690301","4311425033","충청북도 청원군 내수읍 충청대로","452.","363931","28153","충청북도 청주시 청원구 내수읍 충청대로 452","(내수읍)","36.6899040705","127.5147194609","043-214-0458","043-214-6267","http://ks.cj-suseong.es.kr/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000865","신송초등학교","02","공립","","N","병설","주간","19500601","19500601","4311134031","충청북도 청주시 상당구 남일면 신송리","411.","360841","28186","충청북도 청주시 상당구 남일면 신송2길 46","(남일면)","36.575392","127.493437","043-298-4201","043-298-5663","http://school.cbe.go.kr/shinsong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000866","오창초등학교","02","공립","","N","단설","주간","19200413","19200413","4311425330","충청북도 청주시 청원구 오창읍 장대리","238.","363882","28129","충청북도 청주시 청원구 오창읍 팔결로 690","(오창읍)","36.7412708882","127.4574448418","043-217-2109","043-217-5599","school.cbe.go.kr/ochang-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000869","옥산초등학교","02","공립","","N","단설","주간","19200414","19200414","4311332021","충청북도 청주시 흥덕구 옥산면 오산리","223.","363914","28113","충청북도 청주시 흥덕구 옥산면 옥산시내1길 19","(옥산면)","36.6633195","127.3728418","043-260-2702","043-260-2707","school.cbe.go.kr/okmt-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000871","옥산초등학교소로분교장","02","공립","","Y","단설","주간","19570115","19570115","4311332034","충청북도 청주시 흥덕구 옥산면 소로리","313-1.","363911","28111","충청북도 청주시 흥덕구 옥산면 소로1길 65","(옥산면)","36.6886971","127.4037826","043-218-0609","043218-5224","www.okmt.es.kr","남녀공학","Y","20190228","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000873","옥포초등학교","02","공립","","N","단설","주간","19520924","19520924","4311232023","충청북도 청주시 서원구 현도면 죽전리","622.","363823","28211","충청북도 청주시 서원구 현도면 죽전1길 45-7",", 옥포초등학교 (현도면)","36.4969654","127.4158333","043-260-8286","043-260-5925","http://school.cbe.go.kr/okpo-e","남녀공학","N","","N"
"충청북도교육청","","","S110000874","외천초등학교","02","공립","","N","단설","주간","19400528","19400528","4371038025","충북 청원군 부용면 외천리","294.","363944","363944","충북 청원군 부용면 부용외천2길 13-2","(부용면)","36.540986","127.432369","0430-260-6221","043-260-4669","http://www.oe-cheon.es.kr","남녀공학","Y","20120229","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000887","청원초등학교","02","공립","","N","단설","주간","20130506","20130301","4311425344","충청북도 청원군 오창읍 각리","각리 639-11.","363885","28125","충청북도 청주시 청원구 오창읍 과학산업3로 228","(오창읍)","36.709724","127.43081","043-210-0583","043-210-0572","http://school.cbe.go.kr/cw-e/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000888","행정초등학교","02","공립","","N","단설","주간","19390321","19390321","4311133022","충청북도 청주시 상당구 가덕면 행정리","29-1.","28203","28203","충청북도 청주시 상당구 가덕면 상장인차로 277","(가덕면, 행정초등학교)","36.53662","127.5319474","043-297-5218","043-298-2744","http://school.cbe.go.kr/haengjeong-e/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000889","현도초등학교","02","공립","","N","단설","주간","19290417","19290417","4311232031","충청북도 청주시 서원구 현도면 달계리","548-1.","363822","28217","충청북도 청주시 서원구 현도면 청남로 248","(현도면)","36.47615","127.426706","043-260-8105","043-260-8497","http://school.cbe.go.kr/hyundo-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000924","가경초등학교","02","공립","","N","병설","주간","19910422","19910321","4311311400","충청북도 청주시 흥덕구 복대2동","구룡로 654.","361272","28607","충청북도 청주시 흥덕구 장구봉로 93","(복대동, 가경초등학교)","36.624743538","127.4436190711","043-234-1017","043-235-2750","http://school.cbe.go.kr/gagyeong-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000925","강서초등학교","02","공립","","N","단설","주간","19200401","19200401","4311313800","충청북도 청주시 흥덕구 비하동","121-1.","361825","28366","충청북도 청주시 흥덕구 비하로9번길 38",", 강서초등학교 (비하동)","36.6284014","127.423198","043-232-0015","043-232-1220","http://www.gangseo.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000926","개신초등학교","02","공립","","N","단설","주간","20020302","20020302","4311210900","충청북도 청주시 흥덕구 개신동","637번지.","362805","28610","충청북도 청주시 서원구 신율로 20","(개신동,개신초등학교)","36.6360201","127.4539173","043-236-0238","043-236-0347","http://school.cbe.go.kr/gaesin-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000927","경덕초등학교","02","공립","","N","단설","주간","19970502","19970502","4311311300","충청북도 청주시 흥덕구 가경동","1504.","361802","28406","충청북도 청주시 흥덕구 장구봉로 36","(가경동)","36.620504","127.437973","043-232-3722","043-232-3726","https://school.cbe.go.kr/gyeongdeok-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000928","경산초등학교","02","공립","","N","병설","주간","19950421","19950421","4311311300","충청북도 청주시 흥덕구 가경동","1513.","361803","28401","충청북도 청주시 흥덕구 경산로 82-12","(가경동)","36.625417","127.4405031","043-233-3293","043-233-3295","http://school.cbe.go.kr/kyongsan-e/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000929","교동초등학교","02","공립","","N","병설","주간","19330601","19330601","4311112400","충청북도 청주시 상당구 용암동","2084 교동초등학교.","360811","28778","충청북도 청주시 상당구 용암로 6",", 교동초등학교 (용암동)","36.61041","127.51087","043-293-3105","043-293-3107","school.cbe.go.kr/gyodong-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000930","금천초등학교","02","공립","","N","단설","주간","19831216","19831216","4311112000","충청북도 청주시 상당구 금천동","213-1.","360803","28728","충청북도 청주시 상당구 수영로 248","(금천동, 금천초등학교)","36.6272928","127.5057274","043-259-6880","043-257-3090","http://www.kumchon-e.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000931","남성초등학교","02","공립","","N","단설","주간","19490910","19490910","4311210600","충청북도 청주시 서원구 분평동","219-1.","361201","28798","충청북도 청주시 서원구 청남로 1964","(분평동, 남성초등학교)","36.6082442","127.4836861","043-296-1512","043-292-1216","http://school.cbe.go.kr/namseong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000932","남평초등학교","02","공립","","N","단설","주간","19970502","19990901","4311210600","충청북도 청주시 흥덕구 분평동","1209번지.","361822","28791","충청북도 청주시 서원구 월평로 35",", 남평초등학교 (분평동, 남평초등학교)","36.611756","127.489057","043-295-6471","043-295-6475","http://school.cbe.go.kr/nampyeong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000933","내곡초등학교","02","공립","","N","단설","주간","19430325","19430325","4311313000","충청북도 청주시 흥덕구 내곡동","10-2.","361500","28356","충청북도 청주시 흥덕구 내곡로 6","(내곡동,내곡초등학교)","36.660199","127.428888","043-264-2124","043-267-1223","http://www.naegok.es.kr","남녀공학","Y","20190228","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000934","청주내덕초등학교","02","공립","","N","단설","주간","19760828","19760828","4311410200","충청북도 청주시 청원구 내덕2동","61.","360804","28502","충청북도 청주시 청원구 안덕벌로52번길 22-1",", 청주내덕초등학교 (내덕동)","36.6560759","127.4951203","043-216-2701","043-216-3089","http://school.cbe.go.kr/naedeok-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000935","청주대성초등학교","02","사립","","N","단설","주간","19240301","19240301","4311410200","충청북도 청주시 상당구 내덕2동","262.","360172","28501","충청북도 청주시 청원구 대성로300번길 34",", 청주대성초등학교 (내덕동)","36.653836","127.489816","043-215-5874","043-213-5874","https://school.cbe.go.kr/cjds-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000936","덕벌초등학교","02","공립","","N","병설","주간","19890522","19890522","4311410100","충청북도 청주시 청원구 우암동","261-10.","360814","28485","충청북도 청주시 청원구 1순환로339번길 86",", 덕벌초등학교 (우암동)","36.6554292151","127.4791774709","043-255-4777","043-256-8446","www.deogbeol.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000937","덕성초등학교","02","공립","","N","단설","주간","19490901","19490831","4311410300","",".","","28350","충청북도 청주시 청원구 공항로 113","(율량동,덕성초등학교)","36.66735","127.48436","043-211-2891","043-211-3086","school.cbe.go.kr/deokseong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000938","동주초등학교","02","공립","","N","단설","주간","20021010","20020901","4311112000","충청북도 청주시 상당구 금천동","323.","360803","28753","충청북도 청주시 상당구 호미로 269","(금천동)","36.630357","127.51015","043-292-3014","043-292-3019","http://school.cbe.go.kr/dongju-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000939","모충초등학교","02","공립","","N","단설","주간","19670902","19670902","4311210300","",".","","28671","충청북도 청주시 서원구 쌍샘로 49","(모충동,모충초등학교)","36.6256894","127.4783541","043-262-5084","043-267-1218","http://school.cbe.go.kr/mochung-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000940","복대초등학교","02","공립","","N","단설","주간","19831216","19831216","4311311300","충청북도 청주시 흥덕구 복대동","709-4.","28603","28382","충청북도 청주시 흥덕구 홍골로 58",", 복대초등학교 (가경동)","36.6141043351","127.4299455885","043-264-2143","043-267-1226","http://school.cbe.go.kr/bokdae-e/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000941","봉명초등학교","02","공립","","N","단설","주간","19860305","19841224","4311311500","충청북도 청주시 흥덕구 봉명1동","205.","361816","28572","충청북도 청주시 흥덕구 봉명로141번길 3","(봉명동)","36.639915","127.456425","043-264-6691","043-267-1227","http://school.cbe.go.kr/pongmyong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000942","봉정초등학교","02","공립","","N","단설","주간","19910301","19910301","4311311500","충청북도 청주시 흥덕구 봉명2동","2141.","361302","28448","충청북도 청주시 흥덕구 월명로140번길 37","(봉명동)","36.647932","127.456813","043-272-6737","043-272-6734","http://www.bongjeong.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000943","북일초등학교","02","공립","","N","단설","주간","19410527","19410401","4311410600","충청북도 청주시 상당구 주중동428","(북초로 16).","360568","28307","충청북도 청주시 청원구 주중로 13-19","(주중동)","36.6896501","127.4853977","043-212-7081","043-212-7148","school.cbe.go.kr/bukil-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000945","분평초등학교","02","공립","","N","단설","주간","19970901","19950421","4311210600","충청북도 청주시 서원구 분평동","1198.","361822","28793","충청북도 청주시 서원구 무심서로 205","(분평동)","36.61329","127.49328","043-295-3242","043-295-3245","http://school.cbe.go.kr/bunpyeong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000946","사직초등학교","02","공립","","N","단설","주간","19820209","19820209","4311210100","충청북도 청주시 흥덕구 사직2동","38-4.","361102","28653","충청북도 청주시 서원구 남사로 25",", 사직초등학교 (사직동)","36.6309983","127.4776886","043-265-7382","043-265-7387","http://school.cbe.go.kr/sajig-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000950","상당초등학교","02","공립","","N","단설","주간","19940524","19940524","4311112400","충청북도 청주시 상당구 용암동 3276",".","360100","28809","충청북도 청주시 상당구 동남로 151","(용암동)","36.6080895","127.5099738","043-294-0051","043-294-0055","http://school.cbe.go.kr/sangdangcho-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000951","새터초등학교","02","공립","","N","단설","주간","19930401","19930401","4311410400","충청북도 청주시 청원구 사천동","200.","360220","28336","충청북도 청주시 청원구 새터로 224","(사천동, 새터초등학교)","36.6671971","127.4710638","043-212-0093","043-212-0095","http://school.cbe.go.kr/saeteo-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000952","서원초등학교","02","공립","","N","단설","주간","19630902","19630902","4311311400","충청북도 청주시 흥덕구 복대동","977.","361814","28597","충청북도 청주시 흥덕구 가로수로 1340-6","(복대동)","36.631732","127.442075","043-237-4634","043-237-4638","http://school.cbe.go.kr/cjsw-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000953","서촌초등학교","02","공립","","N","단설","주간","19580401","19580828","4311312500","충청북도 청주시 흥덕구 서촌동","183.","361410","28358","충청북도 청주시 흥덕구 동촌로 126","(서촌동, 서촌초등학교)","36.650557","127.39945","043-231-0374","043-233-1204","http://school.cbe.go.kr/seochon-e/M01/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000954","석교초등학교","02","공립","","N","단설","주간","19370331","19370331","4311111100","충청북도 청주시 상당구 석교동","10 번지.","360060","28724","충청북도 청주시 상당구 대성로 14",", 석교초등학교 (석교동)","36.6267429","127.4941729","043-252-9602","043-257-3083","http://school.cbe.go.kr/sokkyo-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000955","수곡초등학교","02","공립","","N","단설","주간","19950301","19950301","4311210700","충청북도 청주시 서원구 수곡동","779.","361150","28688","충청북도 청주시 서원구 수곡로 73","(수곡동, 수곡초등학교)","36.6183643","127.4711256","043-299-3799","043-291-2080","school.cbe.go.kr/sukok-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000956","용담초등학교","02","공립","","N","단설","주간","19710305","19701112","4311112100","",".","","28519","충청북도 청주시 상당구 용담로105번길 32",", 용담초등학교 (용담동)","36.6363369","127.5013846","043-256-2398","043-257-3088","www.yongdarm.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000957","용담초등학교현양원분교장","02","공립","","Y","단설","주간","19831004","19831004","4311113000","충청북도 청주시 상당구 월오동","71-1.","360188","28756","충청북도 청주시 상당구 산성로658번길 301",", 용담초등학교 현양원분교장 (월오동)","36.6423404","127.538625","043-253-4763","043-256-3180","www.yongdarm.es.kr","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000958","용암초등학교","02","공립","","N","단설","주간","19940524","19940524","4311112400","충청북도 청주시 상당구 용암동","2103.","360811","28769","충청북도 청주시 상당구 원봉로 55",", 용암초등학교 (용암동)","36.613931","127.508077","043-294-0122","043-294-0125","http://school.cbe.go.kr/cjyongam-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000960","우암초등학교","02","공립","","N","단설","주간","19640804","19640804","4311410100","",".","","28505","충청북도 청주시 청원구 상당로 204","(우암동, 청주우암초등학교)","36.6474665","127.4904519","043-256-3487","043-257-3087","https://school.cbe.go.kr/cjuam-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000961","운동초등학교","02","공립","","N","단설","주간","19741018","19711130","4311112900","충청북도 청주시 상당구 운동동","430.","360187","28785","충청북도 청주시 상당구 운동로 31","(용암동, 운동초등학교)","36.36239","127.30473","043-287-0681","043-287-0757","http://school.cbe.go.kr/undong-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000962","운천초등학교","02","공립","","N","병설","주간","19720901","19720901","4311310400","",".","","28467","충청북도 청주시 흥덕구 무심서로 721",", 운천초등학교 (운천동)","36.6544457","127.4733132","043-267-6626","043-267-1219","https://school.cbe.go.kr/uncheon-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000964","원봉초등학교","02","공립","","N","단설","주간","19980507","19960404","4311112400","충청북도 청주시 상당구 용암동","1328 (장수바위로 81).","360823","28772","충청북도 청주시 상당구 월평로 153번길 25",", 원봉초등학교 (용암동)","36.612799","127.50185","043-294-0652","043-294-0655","school.cbe.go.kr/wonbong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000965","원평초등학교","02","공립","","N","단설","주간","19960404","19960404","4311210600","충청북도 청주시 흥덕구 분평동","1263번지.","361201","28794","충청북도 청주시 서원구 원마루로 32",", 원평초등학교 (분평동)","36.61132","127.495564","043-295-2721","043-295-2725","school.cbe.go.kr/wonpyong-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000966","율량초등학교","02","공립","","N","단설","주간","19920415","19910321","4311410300","충청북도 청주시 청원구 율량동","1034.","360819","28333","충청북도 청주시 청원구 율봉로212번길 14","(율량동)","36.6679784","127.4913803","043-211-2795","043-211-2799","school.cbe.go.kr/yullyang-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000967","주성초등학교","02","공립","","N","단설","주간","18960917","18960917","4311110100","충청북도 청주시 상당구 영동","48-1.","360020","28546","충청북도 청주시 상당구 교서로 45",", 주성초등학교 (영동, 주성초등학교)","36.641424","127.4852","043-256-5145","043-257-3081","http://school.cbe.go.kr/jusung-e/","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000968","중앙초등학교","02","공립","","N","단설","주간","19460921","19460921","4311410300","충청북도 청주시 상당구 율량동","4.","360210","28321","충청북도 청주시 청원구 율봉로 287","(율량동)","36.667335","127.501032","043-256-2687","043-257-3084","http://school.cbe.go.kr/jungang-e/M01","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000969","증안초등학교","02","공립","","N","단설","주간","19980413","19980413","4311311400","충청북도 청주시 흥덕구 복대동","2610.","361270","28416","충청북도 청주시 흥덕구 진재로47번길 45","(복대동)","36.634368","127.427514","043-236-4101","043-236-4104","http://school.cbe.go.kr/jeungan-e","남녀공학","N","","N"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000970","진흥초등학교","02","공립","","N","단설","주간","19991004","19970502","4311311400","충청북도 청주시 흥덕구 복대1동","3031.","361815","28421","충청북도 청주시 흥덕구 증안로 107",", 진흥초등학교 (복대동)","36.636117","127.434876","043-232-3291","043-232-3293","http://www.jinhung.es.kr","남녀공학","N","","N"
